4 2 1295
47 53 
0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.048 0.05 0.052 0.054 0.056 0.058 0.06 0.062 0.064 0.066 0.068 0.07 0.072 0.074 0.076 0.078 0.08 0.082 0.084 0.086 0.088 0.09 0.092 0.094 0.096 0.098 0.1 0.102 0.104 0.106 0.108 0.11 0.112 0.114 0.116 0.118 0.12 0.122 0.124 0.126 0.128 0.13 0.132 0.134 0.136 0.138 0.14 0.142 0.144 0.146 0.148 0.15 0.152 0.154 0.156 0.158 0.16 0.162 0.164 0.166 0.168 0.17 0.172 0.174 0.176 0.178 0.18 0.182 0.184 0.186 0.188 0.19 0.192 0.194 0.196 0.198 0.2 0.202 0.204 0.206 0.208 0.21 0.212 0.214 0.216 0.218 0.22 0.222 0.224 0.226 0.228 0.23 0.232 0.234 0.236 0.238 0.24 0.242 0.244 0.246 0.248 0.25 0.252 0.254 0.256 0.258 0.26 0.262 0.264 0.266 0.268 0.27 0.272 0.274 0.276 0.278 0.28 0.282 0.284 0.286 0.288 0.29 0.292 0.294 0.296 0.298 0.3 0.302 0.304 0.306 0.308 0.31 0.312 0.314 0.316 0.318 0.32 0.322 0.324 0.326 0.328 0.33 0.332 0.334 0.336 0.338 0.34 0.342 0.344 0.346 0.348 0.35 0.352 0.354 0.356 0.358 0.36 0.362 0.364 0.366 0.368 0.37 0.372 0.374 0.376 0.378 0.38 0.382 0.384 0.386 0.388 0.39 0.392 0.394 0.396 0.398 0.4 0.402 0.404 0.406 0.408 0.41 0.412 0.414 0.416 0.418 0.42 0.422 0.424 0.426 0.428 0.43 0.432 0.434 0.436 0.438 0.44 0.442 0.444 0.446 0.448 0.45 0.452 0.454 0.456 0.458 0.46 0.462 0.464 0.466 0.468 0.47 0.472 0.474 0.476 0.478 0.48 0.482 0.484 0.486 0.488 0.49 0.492 0.494 0.496 0.498 0.5 0.502 0.504 0.506 0.508 0.51 0.512 0.514 0.516 0.518 0.52 0.522 0.524 0.526 0.528 0.53 0.532 0.534 0.536 0.538 0.54 0.542 0.544 0.546 0.548 0.55 0.552 0.554 0.556 0.558 0.56 0.562 0.564 0.566 0.568 0.57 0.572 0.574 0.576 0.578 0.58 0.582 0.584 0.586 0.588 0.59 0.592 0.594 0.596 0.598 0.6 0.602 0.604 0.606 0.608 0.61 0.612 0.614 0.616 0.618 0.62 0.622 0.624 0.626 0.628 0.63 0.632 0.634 0.636 0.638 0.64 0.642 0.644 0.646 0.648 0.65 0.652 0.654 0.656 0.658 0.66 0.662 0.664 0.666 0.668 0.67 0.672 0.674 0.676 0.678 0.68 0.682 0.684 0.686 0.688 0.69 0.692 0.694 0.696 0.698 0.7 0.702 0.704 0.706 0.708 0.71 0.712 0.714 0.716 0.718 0.72 0.722 0.724 0.726 0.728 0.73 0.732 0.734 0.736 0.738 0.74 0.742 0.744 0.746 0.748 0.75 0.752 0.754 0.756 0.758 0.76 0.762 0.764 0.766 0.768 0.77 0.772 0.774 0.776 0.778 0.78 0.782 0.784 0.786 0.788 0.79 0.792 0.794 0.796 0.798 0.8 0.802 0.804 0.806 0.808 0.81 0.812 0.814 0.816 0.818 0.82 0.822 0.824 0.826 0.828 0.83 0.832 0.834 0.836 0.838 0.84 0.842 0.844 0.846 0.848 0.85 0.852 0.854 0.856 0.858 0.86 0.862 0.864 0.866 0.868 0.87 0.872 0.874 0.876 0.878 0.88 0.882 0.884 0.886 0.888 0.89 0.892 0.894 0.896 0.898 0.9 0.902 0.904 0.906 0.908 0.91 0.912 0.914 0.916 0.918 0.92 0.922 0.924 0.926 0.928 0.93 0.932 0.934 0.936 0.938 0.94 0.942 0.944 0.946 0.948 0.95 0.952 0.954 0.956 0.958 0.96 0.962 0.964 0.966 0.968 0.97 0.972 0.974 0.976 0.978 0.98 0.982 0.984 0.986 0.988 0.99 0.992 0.994 0.996 0.998 1 1.002 1.004 1.006 1.008 1.01 1.012 1.014 1.016 1.018 1.02 1.022 1.024 1.026 1.028 1.03 1.032 1.034 1.036 1.038 1.04 1.042 1.044 1.046 1.048 1.05 1.052 1.054 1.056 1.058 1.06 1.062 1.064 1.066 1.068 1.07 1.072 1.074 1.076 1.078 1.08 1.082 1.084 1.086 1.088 1.09 1.092 1.094 1.096 1.098 1.1 1.102 1.104 1.106 1.108 1.11 1.112 1.114 1.116 1.118 1.12 1.122 1.124 1.126 1.128 1.13 1.132 1.134 1.136 1.138 1.14 1.142 1.144 1.146 1.148 1.15 1.152 1.154 1.156 1.158 1.16 1.162 1.164 1.166 1.168 1.17 1.172 1.174 1.176 1.178 1.18 1.182 1.184 1.186 1.188 1.19 1.192 1.194 1.196 1.198 1.2 1.202 1.204 1.206 1.208 1.21 1.212 1.214 1.216 1.218 1.22 1.222 1.224 1.226 1.228 1.23 1.232 1.234 1.236 1.238 1.24 1.242 1.244 1.246 1.248 1.25 1.252 1.254 1.256 1.258 1.26 1.262 1.264 1.266 1.268 1.27 1.272 1.274 1.276 1.278 1.28 1.282 1.284 1.286 1.288 1.29 1.292 1.294 1.296 1.298 1.3 1.302 1.304 1.306 1.308 1.31 1.312 1.314 1.316 1.318 1.32 1.322 1.324 1.326 1.328 1.33 1.332 1.334 1.336 1.338 1.34 1.342 1.344 1.346 1.348 1.35 1.352 1.354 1.356 1.358 1.36 1.362 1.364 1.366 1.368 1.37 1.372 1.374 1.376 1.378 1.38 1.382 1.384 1.386 1.388 1.39 1.392 1.394 1.396 1.398 1.4 1.402 1.404 1.406 1.408 1.41 1.412 1.414 1.416 1.418 1.42 1.422 1.424 1.426 1.428 1.43 1.432 1.434 1.436 1.438 1.44 1.442 1.444 1.446 1.448 1.45 1.452 1.454 1.456 1.458 1.46 1.462 1.464 1.466 1.468 1.47 1.472 1.474 1.476 1.478 1.48 1.482 1.484 1.486 1.488 1.49 1.492 1.494 1.496 1.498 1.5 1.502 1.504 1.506 1.508 1.51 1.512 1.514 1.516 1.518 1.52 1.522 1.524 1.526 1.528 1.53 1.532 1.534 1.536 1.538 1.54 1.542 1.544 1.546 1.548 1.55 1.552 1.554 1.556 1.558 1.56 1.562 1.564 1.566 1.568 1.57 1.572 1.574 1.576 1.578 1.58 1.582 1.584 1.586 1.588 1.59 1.592 1.594 1.596 1.598 1.6 1.602 1.604 1.606 1.608 1.61 1.612 1.614 1.616 1.618 1.62 1.622 1.624 1.626 1.628 1.63 1.632 1.634 1.636 1.638 1.64 1.642 1.644 1.646 1.648 1.65 1.652 1.654 1.656 1.658 1.66 1.662 1.664 1.666 1.668 1.67 1.672 1.674 1.676 1.678 1.68 1.682 1.684 1.686 1.688 1.69 1.692 1.694 1.696 1.698 1.7 1.702 1.704 1.706 1.708 1.71 1.712 1.714 1.716 1.718 1.72 1.722 1.724 1.726 1.728 1.73 1.732 1.734 1.736 1.738 1.74 1.742 1.744 1.746 1.748 1.75 1.752 1.754 1.756 1.758 1.76 1.762 1.764 1.766 1.768 1.77 1.772 1.774 1.776 1.778 1.78 1.782 1.784 1.786 1.788 1.79 1.792 1.794 1.796 1.798 1.8 1.802 1.804 1.806 1.808 1.81 1.812 1.814 1.816 1.818 1.82 1.822 1.824 1.826 1.828 1.83 1.832 1.834 1.836 1.838 1.84 1.842 1.844 1.846 1.848 1.85 1.852 1.854 1.856 1.858 1.86 1.862 1.864 1.866 1.868 1.87 1.872 1.874 1.876 1.878 1.88 1.882 1.884 1.886 1.888 1.89 1.892 1.894 1.896 1.898 1.9 1.902 1.904 1.906 1.908 1.91 1.912 1.914 1.916 1.918 1.92 1.922 1.924 1.926 1.928 1.93 1.932 1.934 1.936 1.938 1.94 1.942 1.944 1.946 1.948 1.95 1.952 1.954 1.956 1.958 1.96 1.962 1.964 1.966 1.968 1.97 1.972 1.974 1.976 1.978 1.98 1.982 1.984 1.986 1.988 1.99 1.992 1.994 1.996 1.998 2 2.002 2.004 2.006 2.008 2.01 2.012 2.014 2.016 2.018 2.02 2.022 2.024 2.026 2.028 2.03 2.032 2.034 2.036 2.038 2.04 2.042 2.044 2.046 2.048 2.05 2.052 2.054 2.056 2.058 2.06 2.062 2.064 2.066 2.068 2.07 2.072 2.074 2.076 2.078 2.08 2.082 2.084 2.086 2.088 2.09 2.092 2.094 2.096 2.098 2.1 2.102 2.104 2.106 2.108 2.11 2.112 2.114 2.116 2.118 2.12 2.122 2.124 2.126 2.128 2.13 2.132 2.134 2.136 2.138 2.14 2.142 2.144 2.146 2.148 2.15 2.152 2.154 2.156 2.158 2.16 2.162 2.164 2.166 2.168 2.17 2.172 2.174 2.176 2.178 2.18 2.182 2.184 2.186 2.188 2.19 2.192 2.194 2.196 2.198 2.2 2.202 2.204 2.206 2.208 2.21 2.212 2.214 2.216 2.218 2.22 2.222 2.224 2.226 2.228 2.23 2.232 2.234 2.236 2.238 2.24 2.242 2.244 2.246 2.248 2.25 2.252 2.254 2.256 2.258 2.26 2.262 2.264 2.266 2.268 2.27 2.272 2.274 2.276 2.278 2.28 2.282 2.284 2.286 2.288 2.29 2.292 2.294 2.296 2.298 2.3 2.302 2.304 2.306 2.308 2.31 2.312 2.314 2.316 2.318 2.32 2.322 2.324 2.326 2.328 2.33 2.332 2.334 2.336 2.338 2.34 2.342 2.344 2.346 2.348 2.35 2.352 2.354 2.356 2.358 2.36 2.362 2.364 2.366 2.368 2.37 2.372 2.374 2.376 2.378 2.38 2.382 2.384 2.386 2.388 2.39 2.392 2.394 2.396 2.398 2.4 2.402 2.404 2.406 2.408 2.41 2.412 2.414 2.416 2.418 2.42 2.422 2.424 2.426 2.428 2.43 2.432 2.434 2.436 2.438 2.44 2.442 2.444 2.446 2.448 2.45 2.452 2.454 2.456 2.458 2.46 2.462 2.464 2.466 2.468 2.47 2.472 2.474 2.476 2.478 2.48 2.482 2.484 2.486 2.488 2.49 2.492 2.494 2.496 2.498 2.5 2.502 2.504 2.506 2.508 2.51 2.512 2.514 2.516 2.518 2.52 2.522 2.524 2.526 2.528 2.53 2.532 2.534 2.536 2.538 2.54 2.542 2.544 2.546 2.548 2.55 2.552 2.554 2.556 2.558 2.56 2.562 2.564 2.566 2.568 2.57 2.572 2.574 2.576 2.578 2.58 2.582 2.584 2.586 2.588 2.59 
0.0106527	0.00905252	
0.028025	0.0238105	
0.0479395	0.0407219	
0.0688254	0.0584515	
0.0902772	0.0766541	
0.111617	0.0947543	
0.132944	0.112836	
0.154134	0.130794	
0.175086	0.148543	
0.195994	0.166246	
0.216857	0.183905	
0.237102	0.201031	
0.257277	0.218091	
0.277396	0.235096	
0.297309	0.25192	
0.316661	0.26826	
0.335976	0.284562	
0.355247	0.30082	
0.374145	0.316755	
0.392649	0.332349	
0.410873	0.347698	
0.429055	0.363006	
0.446751	0.377896	
0.464435	0.392769	
0.482136	0.40765	
0.499797	0.422489	
0.516742	0.436716	
0.533478	0.45076	
0.550174	0.464765	
0.566734	0.478646	
0.58285	0.492147	
0.599136	0.505787	
0.615447	0.51944	
0.631309	0.532706	
0.646811	0.545663	
0.662276	0.558582	
0.677703	0.571464	
0.691934	0.583325	
0.705427	0.594563	
0.719014	0.605876	
0.732446	0.617052	
0.745846	0.628194	
0.759211	0.639303	
0.772543	0.650377	
0.785842	0.661417	
0.799107	0.672424	
0.812236	0.68331	
0.825336	0.694169	
0.830691	0.69851	
0.843041	0.708726	
0.855452	0.71899	
0.867932	0.729304	
0.881162	0.74026	
0.894496	0.751281	
0.907779	0.762252	
0.921027	0.773189	
0.934278	0.784125	
0.947657	0.795159	
0.961001	0.806158	
0.974226	0.817051	
0.987285	0.827799	
1.00031	0.838512	
1.01336	0.849241	
1.02725	0.860681	
1.04121	0.872164	
1.05514	0.883608	
1.06895	0.894952	
1.08249	0.906053	
1.09595	0.917089	
1.10937	0.928086	
1.12276	0.939044	
1.13611	0.949965	
1.14942	0.960847	
1.16269	0.971692	
1.17571	0.982316	
1.18677	0.991247	
1.19694	0.99948	
1.20708	1.00768	
1.21722	1.01588	
1.22737	1.02408	
1.23742	1.0322	
1.24744	1.04028	
1.25743	1.04833	
1.26739	1.05635	
1.27732	1.06434	
1.28612	1.07136	
1.29469	1.07821	
1.30324	1.08503	
1.31175	1.09183	
1.32025	1.0986	
1.32871	1.10534	
1.33715	1.11205	
1.34555	1.11874	
1.35387	1.12534	
1.36215	1.13191	
1.37048	1.13852	
1.36315	1.13227	
1.37488	1.1417	
1.38658	1.15109	
1.39821	1.16041	
1.40971	1.16963	
1.42107	1.17872	
1.43239	1.18778	
1.44368	1.1968	
1.45493	1.20578	
1.46614	1.21472	
1.47731	1.22363	
1.48845	1.2325	
1.49955	1.24133	
1.51062	1.25013	
1.52164	1.25888	
1.53263	1.26761	
1.54311	1.27589	
1.5516	1.28244	
1.55896	1.28806	
1.56581	1.29334	
1.57264	1.29859	
1.57944	1.30382	
1.58626	1.30905	
1.59303	1.31425	
1.59975	1.31939	
1.60645	1.32452	
1.61312	1.32961	
1.61976	1.33468	
1.62638	1.33972	
1.63297	1.34474	
1.63954	1.34973	
1.64592	1.35455	
1.6518	1.35897	
1.65765	1.36336	
1.66347	1.36773	
1.66928	1.37207	
1.67506	1.37639	
1.68081	1.38068	
1.68654	1.38495	
1.69225	1.3892	
1.69793	1.39342	
1.70358	1.39762	
1.70921	1.40178	
1.7148	1.40591	
1.72034	1.41001	
1.72586	1.41407	
1.73137	1.41813	
1.73691	1.42227	
1.76455	1.44469	
1.77283	1.45093	
1.781	1.45714	
1.78913	1.46331	
1.79723	1.46945	
1.80513	1.47542	
1.8127	1.48108	
1.8189	1.48561	
1.82476	1.48984	
1.83013	1.49372	
1.83547	1.49758	
1.84049	1.50107	
1.8451	1.50432	
1.84971	1.50757	
1.8543	1.5108	
1.85885	1.514	
1.86337	1.51716	
1.86787	1.5203	
1.87234	1.52342	
1.87679	1.52651	
1.88122	1.52958	
1.88562	1.53263	
1.89	1.53566	
1.89435	1.53866	
1.89869	1.54164	
1.9031	1.54477	
1.90761	1.54787	
1.91194	1.55083	
1.91623	1.55377	
1.92051	1.55668	
1.92476	1.55958	
1.92899	1.56244	
1.93319	1.56529	
1.93737	1.56811	
1.94152	1.57091	
1.94565	1.57368	
1.94976	1.57643	
1.95384	1.57916	
1.9579	1.58187	
1.96194	1.58455	
1.96595	1.58714	
1.96952	1.58956	
1.97354	1.59222	
1.97754	1.59487	
1.98152	1.59749	
1.98548	1.60009	
1.98943	1.60268	
1.99336	1.60529	
1.99763	1.60815	
2.02838	1.63234	
2.03208	1.63462	
2.03548	1.63674	
2.03887	1.63885	
2.04224	1.64095	
2.04549	1.64282	
2.04842	1.64464	
2.0516	1.64657	
2.05476	1.64848	
2.05789	1.65037	
2.061	1.65224	
2.06409	1.65409	
2.06716	1.65592	
2.0702	1.65772	
2.07322	1.65949	
2.07621	1.66125	
2.07918	1.66298	
2.08212	1.66469	
2.08505	1.66639	
2.08814	1.66827	
2.09107	1.66996	
2.09398	1.67163	
2.09686	1.67328	
2.09953	1.67466	
2.10203	1.67601	
2.10452	1.67734	
2.10699	1.67865	
2.10943	1.67993	
2.11186	1.6812	
2.11426	1.68246	
2.11664	1.68369	
2.119	1.6849	
2.12134	1.6861	
2.12366	1.68728	
2.12595	1.68843	
2.12823	1.68957	
2.13052	1.69088	
2.13313	1.69228	
2.13556	1.69348	
2.13788	1.69476	
2.14046	1.69614	
2.14302	1.6975	
2.14556	1.69884	
2.14807	1.70016	
2.15057	1.70146	
2.15306	1.70276	
2.15553	1.70404	
2.15816	1.7055	
2.18082	1.72276	
2.1831	1.72387	
2.18518	1.72469	
2.18706	1.72549	
2.18892	1.72628	
2.19076	1.72705	
2.19258	1.7278	
2.19438	1.72854	
2.19605	1.72907	
2.19756	1.72958	
2.19904	1.73007	
2.20051	1.73055	
2.20196	1.73101	
2.20339	1.7315	
2.20493	1.73204	
2.20635	1.73249	
2.20776	1.73292	
2.20915	1.73334	
2.21051	1.73368	
2.21165	1.7339	
2.21276	1.73411	
2.21385	1.73431	
2.21493	1.7345	
2.21599	1.73468	
2.21703	1.73484	
2.21806	1.735	
2.21907	1.73515	
2.22006	1.73528	
2.22104	1.73541	
2.222	1.73553	
2.22294	1.73564	
2.22387	1.73575	
2.22478	1.73584	
2.22568	1.73593	
2.22655	1.7361	
2.22768	1.73657	
2.22904	1.73698	
2.23018	1.73728	
2.23134	1.73782	
2.23291	1.73847	
2.23446	1.73911	
2.236	1.73974	
2.23752	1.74036	
2.23902	1.74098	
2.24051	1.7416	
2.24199	1.74223	
2.24345	1.74284	
2.24498	1.74357	
2.26258	1.75638	
2.26326	1.75636	
2.26377	1.7562	
2.26415	1.75606	
2.26453	1.75594	
2.26489	1.75583	
2.26524	1.75574	
2.26558	1.75567	
2.26592	1.75568	
2.26631	1.7557	
2.26664	1.75571	
2.26695	1.75575	
2.26726	1.75581	
2.26756	1.75589	
2.26781	1.75591	
2.26793	1.75592	
2.26805	1.75596	
2.26815	1.75602	
2.26825	1.75611	
2.26835	1.75623	
2.26843	1.75637	
2.26849	1.75653	
2.26855	1.75672	
2.2686	1.75693	
2.26865	1.75722	
2.26873	1.75761	
2.26892	1.75804	
2.26911	1.75849	
2.26929	1.75898	
2.26947	1.75949	
2.26964	1.76004	
2.26981	1.76061	
2.26998	1.76122	
2.27015	1.76205	
2.2706	1.76302	
2.2711	1.76401	
2.27153	1.76509	
2.27214	1.76637	
2.27304	1.76776	
2.27397	1.76907	
2.27477	1.77042	
2.27559	1.7718	
2.27641	1.77321	
2.27726	1.77466	
2.27812	1.77615	
2.27901	1.77767	
2.27991	1.77923	
2.28084	1.78087	
2.28193	1.78261	
2.29371	1.79207	
2.29395	1.7931	
2.29417	1.79418	
2.29431	1.79525	
2.29447	1.79636	
2.29465	1.79752	
2.29483	1.79869	
2.29504	1.79989	
2.29528	1.80114	
2.2955	1.80234	
2.29568	1.80358	
2.29589	1.80486	
2.29613	1.80627	
2.29645	1.80773	
2.29687	1.80923	
2.29732	1.81078	
2.2978	1.81236	
2.29831	1.81399	
2.29885	1.81566	
2.29942	1.81738	
2.30003	1.81914	
2.30066	1.821	
2.30138	1.82294	
2.3022	1.82492	
2.30305	1.82695	
2.30393	1.82902	
2.30485	1.83114	
2.30581	1.83331	
2.3068	1.83538	
2.30775	1.83748	
2.30861	1.83962	
2.30951	1.84198	
2.31063	1.84442	
2.31181	1.84684	
2.31297	1.8494	
2.31423	1.85208	
2.31572	1.85496	
2.31739	1.85785	
2.31908	1.86075	
2.32071	1.8638	
2.32243	1.8669	
2.32429	1.87004	
2.32619	1.87324	
2.32814	1.87649	
2.33012	1.87979	
2.33214	1.88315	
2.3342	1.88655	
2.33637	1.89009	
2.34606	1.89881	
2.34756	1.90182	
2.3491	1.90487	
2.35069	1.9081	
2.35232	1.91139	
2.35409	1.91467	
2.35589	1.91799	
2.35773	1.92137	
2.35961	1.9247	
2.36153	1.92816	
2.3634	1.93167	
2.36538	1.93524	
2.36741	1.93887	
2.36948	1.94255	
2.3716	1.94628	
2.37377	1.95007	
2.37598	1.95391	
2.37824	1.95781	
2.38054	1.96176	
2.38289	1.96582	
2.3853	1.96996	
2.38785	1.97416	
2.39043	1.97842	
2.39307	1.98274	
2.39576	1.98711	
2.3985	1.99154	
2.40128	1.99602	
2.40412	2.00047	
2.407	2.00494	
2.40978	2.00947	
2.4126	2.01417	
2.41558	2.01898	
2.41866	2.0238	
2.42177	2.02866	
2.42492	2.03371	
2.4282	2.03891	
2.43169	2.04424	
2.43533	2.0496	
2.43903	2.05495	
2.44268	2.06042	
2.44638	2.06601	
2.45015	2.07166	
2.45409	2.07738	
2.45808	2.08316	
2.46209	2.08898	
2.46616	2.09487	
2.47029	2.10081	
2.47447	2.10695	
2.48498	2.11766	
2.48879	2.12347	
2.4927	2.12935	
2.49672	2.13529	
2.5008	2.14129	
2.50494	2.14732	
2.50913	2.15339	
2.51338	2.15956	
2.51763	2.1658	
2.52197	2.1721	
2.52637	2.17846	
2.53083	2.18489	
2.53535	2.19139	
2.53993	2.19795	
2.54457	2.20458	
2.54927	2.21127	
2.55403	2.21803	
2.55885	2.22487	
2.56373	2.23168	
2.56871	2.23855	
2.5738	2.24548	
2.5788	2.25249	
2.58383	2.25956	
2.58892	2.2667	
2.59407	2.2739	
2.59928	2.28117	
2.60456	2.28849	
2.60991	2.29578	
2.61529	2.30314	
2.62062	2.31063	
2.62608	2.31825	
2.6316	2.32591	
2.63724	2.33363	
2.64294	2.34143	
2.64871	2.3494	
2.6546	2.35753	
2.66065	2.36578	
