105	
0.01	0.3911
0.011	0.3946
0.012	0.3983
0.013	0.4022
0.014	0.4061
0.015	0.4116
0.016	0.4172
0.017	0.423
0.018	0.4287
0.02	0.4404
0.0225	0.455
0.025	0.4697
0.0275	0.4844
0.03	0.49906
0.0325	0.51349
0.035	0.52789
0.0375	0.54219
0.04	0.55623
0.045	0.58395
0.05	0.61098
0.055	0.6374
0.06	0.66328
0.065	0.6885
0.07	0.7132
0.08	0.76106
0.09	0.80711
0.1	0.85133
0.11	0.89405
0.12	0.93536
0.13	0.97539
0.14	1.01428
0.15	1.05239
0.16	1.08887
0.17	1.1245
0.18	1.15926
0.2	1.22609
0.225	1.30585
0.25	1.382
0.275	1.45344
0.3	1.5221
0.325	1.58694
0.35	1.64892
0.375	1.70903
0.4	1.76623
0.45	1.87287
0.5	1.97175
0.55	2.06381
0.6	2.14801
0.65	2.22632
0.7	2.298713
0.8	2.426709
0.9	2.535907
1	2.628249
1.1	2.705699
1.2	2.770233
1.3	2.822831
1.4	2.864481
1.5	2.898174
1.6	2.922901
1.7	2.940658
1.8	2.951439
2	2.958061
2.25	2.942676
2.5	2.907362
2.75	2.8591
3	2.802878
3.25	2.739687
3.5	2.674522
3.75	2.608377
4	2.541249
4.5	2.411032
5	2.287855
5.5	2.173708
6	2.068584
6.5	1.973478
7	1.887385
8	1.736233
9	1.611112
10	1.506014
11	1.416933
12	1.3398643
13	1.2738055
14	1.2157546
15	1.16071
16	1.1056707
17	1.0516357
18	1.0096044
20	0.9350505
22.5	0.8573959
25	0.7927516
27.5	0.7380148
30	0.6909839
32.5	0.6501574
35	0.6143345
37.5	0.5825145
40	0.5541969
45	0.5056672
50	0.4655431
55	0.4319231
60	0.4032063
65	0.378392
70	0.3566796
80	0.3205592
90	0.2916432
100	0.2679302

