163
1.00E-05			1.17950064053037E-08	0.54782518812859
2.00E-05			4.17633036855448E-08	0.548685653336608
3.00E-05			8.74050027141099E-08	0.549366282106953
4.00E-05			1.47516942719851E-07	0.549951220685128
5.00E-05			2.2129703754662E-07	0.550473878312187
6.00E-05			3.08145783776745E-07	0.550951677258775
7.00E-05			4.07585979183811E-07	0.551395100435072
8.00E-05			5.19222139720929E-07	0.551811049773717
9.00E-05			6.42717144269285E-07	0.552204362007117
1.00E-04			7.77777577943744E-07	0.55257858592793
2.00E-04			2.71774361613046E-06	0.555666204871308
3.00E-04			5.62915454945816E-06	0.558100337574877
4.00E-04			9.41674975975825E-06	0.560186509271131
5.00E-04			1.40157488364913E-05	0.5620460827106
6.00E-04			1.93770645032534E-05	0.563742370504715
7.00E-04			2.54612274488987E-05	0.56531348028484
8.00E-04			3.22352763047812E-05	0.566784509550744
9.00E-04			3.96709483961522E-05	0.568173050912575
1.00E-03			4.7743533446215E-05	0.569492015626356
2.00E-03			0.000159536488841	0.580293693698766
3.00E-03			0.000319307707873	0.588708977920902
4.00E-03			0.000519025419451	0.595852092077812
5.00E-03			0.000753338477747	0.602166210744552
6.00E-03			0.001018294484369	0.607882752892212
7.00E-03			0.001310801503352	0.613141116704457
8.00E-03			0.001628348859123	0.618033168139955
9.00E-03			0.001968843402809	0.622623337463298
1.00E-02			0.002330505301121	0.626958932053401
2.00E-02			0.006846692540466	0.661589264741988
3.00E-02			0.01249419151987	0.687531136183584
4.00E-02			0.018867748124027	0.708875269954921
5.00E-02			0.025746231429232	0.727247484503943
6.00E-02			0.032991880016402	0.743495228812628
7.00E-02			0.040512030978524	0.758127748899172
8.00E-02			0.04824108802779	0.771479706650223
9.00E-02			0.056130873029999	0.783785092409355
1.00E-01			0.064144999094031	0.795215144496402
2.00E-01			0.147031345996898	0.88029852264208
3.00E-01			0.229772268142306	0.93758434758785
4.00E-01			0.310153654712672	0.981121503921308
5.00E-01			0.387822018281228	1.01626444832498
6.00E-01			0.462852926212873	1.04569954501516
7.00E-01			0.535431451091132	1.07098494543652
8.00E-01			0.605760674561096	1.09311135146964
9.00E-01			0.674033287976378	1.1127503062574
1			0.740423537044053	1.13037911097994
2			1.32744829002638	1.24559841750153
3			1.82312961269894	1.31015848057267
4			2.26264642836727	1.35367856342237
5			2.66295292443285	1.38582677217725
6			3.03378546953253	1.41093584663669
7			3.38136405033034	1.43130309661266
8			3.70995723754447	1.44828420086618
9			4.02264945742587	1.46274136785472
10			4.32175809398326	1.47525432173183
12.5			5.02099649142813	1.50043680821251
15			5.6653015683549	1.51968143276558
17.5			6.26690717059042	1.5350265279592
20			6.83402721267343	1.54764305230989
22.5			7.37250202089519	1.55825966863658
25			7.88666533449411	1.56735746680342
27.5			8.37984108891965	1.57526894809073
30			8.85464693261579	1.58223245399696
32.5			9.31318928702549	1.58842399744763
35			9.75719394872326	1.5939768281241
37.5			10.188096549897	1.59899396285781
40			10.6071070295117	1.6035564925972
42.5			11.0152567158016	1.60772925415623
45			11.4134334421505	1.61156480253084
47.5			11.8024082241092	1.61510625547263
50			12.1828558566502	1.61838937072742
52.5			12.5553710477207	1.62144408950196
