163
55			12.9204812190189	1.624295701259
57.5			13.2786567806175	1.62696573510134
60			13.6303194646662	1.62947265058954
62.5			13.9758491493705	1.63183237930046
65			14.3155894954324	1.63405875384657
67.5			14.6498526387734	1.6361638510215
70			14.9789231262242	1.6381582686961
72.5			15.3030612386607	1.6400513510853
75			15.6225058145138	1.64185137340181
77.5			15.9374766627311	1.64356569428442
80			16.2481766360557	1.64520088244942
82.5			16.5547934214463	1.64676282256814
85			16.8575010935378	1.64825680428466
87.5			17.1564614684793	1.64968759745988
90			17.4518252887119	1.65105951609415
92.5			17.7437332638604	1.65237647288942
95			18.0323169885921	1.65364202603021
97.5			18.3176997548067	1.65485941946262
100			18.5999972726967	1.65603161771392
125			21.2744253715814	1.66577078503949
150			23.729468836435	1.67298239266046
175			26.0157663896957	1.67859515948524
200			28.1668005387905	1.68312143234924
225			30.2061138265388	1.68686999316923
250			32.1510272950891	1.6900394444721
275			34.0147367874292	1.69276406832667
300			35.8075776049615	1.69513832995081
325			37.5378290414186	1.69723086313324
350			39.2122485746588	1.69909288741204
375			40.8364392890858	1.7007635002165
400			42.4151101828797	1.7022731283617
425			43.9522652944205	1.70364585039541
450			45.4513441310235	1.70490100177321
475			46.9153279324217	1.70605431062875
500			48.3468214314592	1.70711871813277
525			49.7481166975165	1.70810498195096
550			51.1212436503968	1.70902212744356
575			52.4680105035706	1.70987778999889
600			53.7900364925564	1.71067847822651
625			55.0887786184196	1.71142977875013
650			56.3655536950897	1.71213651731383
675			57.6215566730585	1.71280288679828
700			58.8578759822132	1.71343254988593
725			60.0755064672958	1.71402872209853
750			61.2753603632666	1.71459423949022
775			62.4582766626776	1.71513161423631
800			63.6250291546471	1.71564308059343
825			64.7763333592323	1.71613063314073
850			65.9128525376855	1.71659605878777
875			67.0352029251739	1.7170409637145
900			68.1439583057842	1.71746679616442
925			69.2396540283701	1.71787486582426
950			70.322790544778	1.71826636037783
975			71.3938365382726	1.71864235970806
1000			72.4532316988701	1.71900384813195
1250			82.4866406736026	1.7219864772251
1500			91.6930658761124	1.72417140333785
1750			100.264140174163	1.72585820327137
2000			108.236333481359	1.745
2250			115.793309687291	1.745
2500			122.999263090541	1.745
2750			129.903399991495	1.745
3000			136.544233389124	1.745
3250			142.952597281031	1.745
3500			149.153645993023	1.745
3750			155.168228134941	1.745
4000			161.01385928232	1.745
4250			166.705428227543	1.745
4500			172.255721088654	1.745
4750			177.675817712776	1.745
5000			182.975396542791	1.745
5250			188.162972582748	1.745
5500			193.246085614382	1.745
5750			198.231450842819	1.745
6000			203.12508077073	1.745
6250			207.932384760047	1.745
6500			212.658251091019	1.745
6750			217.307115147169	1.745
7000			221.883016496506	1.745
7250			226.389647007351	1.745
7500			230.830391666115	1.745
7750			235.208363409246	1.745
8000			239.526433011072	1.745
8250			243.787254861227	1.745
8500			247.993289303831	1.745
8750			252.146822084256	1.745
9000			256.249981349562	1.745
9250			260.304752569469	1.745
9500			264.31299168133	1.745
9750			268.276436711485	1.745
10000			272.196718083967	1.745
